,numPoints,LSTMWidth,numIterations,Error
0,20,1,10,0.412229595376
1,20,1,20,0.284095707949
2,20,1,30,0.254630035913
3,20,1,40,0.239833393681
4,20,1,50,0.234820321108
5,20,1,60,0.232555748666
6,20,1,70,0.230035897226
7,20,1,80,0.227863700677
8,20,1,90,0.225620478865
9,20,1,100,0.224781828251
10,20,1,110,0.224152319067
11,20,1,120,0.223496663172
12,20,1,130,0.223041242066
13,20,1,140,0.222470168285
14,20,1,150,0.222072928826
15,20,1,160,0.221843509313
16,20,1,170,0.221588075707
17,20,1,180,0.221237290706
18,20,1,190,0.220974242685
19,20,1,200,0.220695945027
20,20,2,10,0.455113715741
21,20,2,20,0.413047371335
22,20,2,30,0.375592793263
23,20,2,40,0.356333620998
24,20,2,50,0.340259628357
25,20,2,60,0.335585291377
26,20,2,70,0.327790662576
27,20,2,80,0.32328964169
28,20,2,90,0.321421469112
29,20,2,100,0.320268097788
30,20,2,110,0.319160261441
31,20,2,120,0.318242069688
32,20,2,130,0.31780815464
33,20,2,140,0.317676225069
34,20,2,150,0.317345260366
35,20,2,160,0.317185265397
36,20,2,170,0.317005797166
37,20,2,180,0.316767222271
38,20,2,190,0.316553677431
39,20,2,200,0.31635495544
40,20,3,10,0.868599606549
41,20,3,20,1.63026468392
42,20,3,30,1.02672339091
43,20,3,40,0.776879812042
44,20,3,50,0.988703702286
45,20,3,60,1.06172546029
46,20,3,70,1.11058307346
47,20,3,80,1.27649398256
48,20,3,90,1.4847696022
49,20,3,100,2.13527357127
50,20,3,110,2.53602857332
51,20,3,120,2.91725640227
52,20,3,130,3.15874349191
53,20,3,140,3.21956412788
54,20,3,150,3.26781380782
55,20,3,160,3.2976965007
56,20,3,170,3.36239345287
57,20,3,180,3.41379882879
58,20,3,190,3.51352050835
59,20,3,200,3.58275609603
60,20,4,10,0.263180265026
61,20,4,20,1.10065145768
62,20,4,30,1.55423893597
63,20,4,40,1.76671912983
64,20,4,50,1.65226085582
65,20,4,60,1.2094052475
66,20,4,70,0.887692635417
67,20,4,80,0.711449472359
68,20,4,90,0.591606647626
69,20,4,100,0.476116669236
70,20,4,110,0.465137377683
71,20,4,120,0.477813984871
72,20,4,130,0.511058570047
73,20,4,140,0.538698617954
74,20,4,150,0.538767783089
75,20,4,160,0.528373985785
76,20,4,170,0.524724517445
77,20,4,180,0.521972095988
78,20,4,190,0.52103817914
79,20,4,200,0.519403325499
80,20,5,10,0.204737274009
81,20,5,20,0.196277067381
82,20,5,30,0.182008722548
83,20,5,40,0.179244989462
84,20,5,50,0.165607141485
85,20,5,60,0.140051600847
86,20,5,70,0.142352765984
87,20,5,80,0.137747111456
88,20,5,90,0.123745596469
89,20,5,100,0.114009511472
90,20,5,110,0.131508315405
91,20,5,120,0.115722221704
92,20,5,130,0.116252480074
93,20,5,140,0.116386149912
94,20,5,150,0.116261630714
95,20,5,160,0.112497895422
96,20,5,170,0.113636201091
97,20,5,180,0.118222440772
98,20,5,190,0.117548941253
99,20,5,200,0.122601733149
100,20,6,10,0.399628496114
101,20,6,20,0.344559754373
102,20,6,30,0.326771728784
103,20,6,40,0.544806940405
104,20,6,50,0.0296029261537
105,20,6,60,0.0195098537417
106,20,6,70,0.018894864601
107,20,6,80,0.0194891939365
108,20,6,90,0.0194202086867
109,20,6,100,0.0196517971357
110,20,6,110,0.0205714132094
111,20,6,120,0.0206823728994
112,20,6,130,0.0227514195075
113,20,6,140,0.0235382663389
114,20,6,150,0.0249166144858
115,20,6,160,0.0252212878844
116,20,6,170,0.0247953530754
117,20,6,180,0.0268501013364
118,20,6,190,0.0270500243396
119,20,6,200,0.0284062406458
120,20,7,10,0.108202862711
121,20,7,20,0.0930755695083
122,20,7,30,0.193995785124
123,20,7,40,0.0308389159374
124,20,7,50,0.134151841816
125,20,7,60,0.135979690646
126,20,7,70,0.130571317686
127,20,7,80,0.17536497762
128,20,7,90,0.177598464995
129,20,7,100,0.183024300091
130,20,7,110,0.181988199959
131,20,7,120,0.182675260554
132,20,7,130,0.182306721888
133,20,7,140,0.181093690551
134,20,7,150,0.180772731164
135,20,7,160,0.180360383759
136,20,7,170,0.179919109454
137,20,7,180,0.179862680727
138,20,7,190,0.179914885145
139,20,7,200,0.17988533622
140,20,8,10,0.138716241622
141,20,8,20,0.0809658146101
142,20,8,30,0.0447795509018
143,20,8,40,0.0346307030803
144,20,8,50,0.224188498088
145,20,8,60,0.311741691428
146,20,8,70,0.221937551316
147,20,8,80,0.143502937503
148,20,8,90,0.0789310069268
149,20,8,100,0.080605906863
150,20,8,110,0.0756281484404
151,20,8,120,0.0703940651624
152,20,8,130,0.0657701539504
153,20,8,140,0.0584969447631
154,20,8,150,0.0637224017176
155,20,8,160,0.0645274533342
156,20,8,170,0.0647186597423
157,20,8,180,0.064335310985
158,20,8,190,0.0622859976394
159,20,8,200,0.0612708072734
160,20,9,10,0.220562934603
161,20,9,20,0.43512115196
162,20,9,30,0.500610137242
163,20,9,40,0.54595773089
164,20,9,50,0.55683035774
165,20,9,60,0.542189166217
166,20,9,70,0.497687066358
167,20,9,80,0.466902831015
168,20,9,90,0.465505372148
169,20,9,100,0.464636040892
170,20,9,110,0.480472011491
171,20,9,120,0.490018924282
172,20,9,130,0.502047555404
173,20,9,140,0.519181908242
174,20,9,150,0.523231401053
175,20,9,160,0.536374883034
176,20,9,170,0.53658587347
177,20,9,180,0.535810991974
178,20,9,190,0.537754797172
179,20,9,200,0.541094005032
180,20,10,10,0.0983196674492
181,20,10,20,0.00822022326764
182,20,10,30,0.00297970088838
183,20,10,40,0.00102532424212
184,20,10,50,0.000814653283202
185,20,10,60,0.000671428457259
186,20,10,70,0.000632250123785
187,20,10,80,0.000626831582473
188,20,10,90,0.000620683348563
189,20,10,100,0.000618239381752
190,20,10,110,0.000607417841318
191,20,10,120,0.000588762437607
192,20,10,130,0.000597326216242
193,20,10,140,0.000566156404304
194,20,10,150,0.000531657184481
195,20,10,160,0.000547667780704
196,20,10,170,0.000545914578129
197,20,10,180,0.000547076632613
198,20,10,190,0.000550062025156
199,20,10,200,0.000552937197535
200,40,1,10,0.484799463222
201,40,1,20,0.451764752232
202,40,1,30,0.449906200133
203,40,1,40,0.449822904733
204,40,1,50,0.446731429707
205,40,1,60,0.420665315276
206,40,1,70,0.419313846422
207,40,1,80,0.415148165923
208,40,1,90,0.41416216817
209,40,1,100,0.414073660772
210,40,1,110,0.414067610161
211,40,1,120,0.414058024721
212,40,1,130,0.41405229491
213,40,1,140,0.41404060164
214,40,1,150,0.414023380827
215,40,1,160,0.414016573559
216,40,1,170,0.414025999191
217,40,1,180,0.413989887695
218,40,1,190,0.413983229042
219,40,1,200,0.413966539542
220,40,2,10,0.290346438602
221,40,2,20,0.167299939107
222,40,2,30,0.121955961452
223,40,2,40,0.129976626
224,40,2,50,0.139352781187
225,40,2,60,0.153209736704
226,40,2,70,0.169200591666
227,40,2,80,0.176706129587
228,40,2,90,0.179662264709
229,40,2,100,0.182704420654
230,40,2,110,0.186954920811
231,40,2,120,0.188592706711
232,40,2,130,0.195346875405
233,40,2,140,0.198610064586
234,40,2,150,0.203869565709
235,40,2,160,0.200796792965
236,40,2,170,0.202985637164
237,40,2,180,0.20114224396
238,40,2,190,0.197416575567
239,40,2,200,0.193366671012
240,40,3,10,0.347832119998
241,40,3,20,0.152964894941
242,40,3,30,0.114729542418
243,40,3,40,0.117904709606
244,40,3,50,0.145239030076
245,40,3,60,0.152580263564
246,40,3,70,0.145916257458
247,40,3,80,0.140639112582
248,40,3,90,0.132977699857
249,40,3,100,0.128917124482
250,40,3,110,0.121660478072
251,40,3,120,0.118680055118
252,40,3,130,0.123628734005
253,40,3,140,0.125892582473
254,40,3,150,0.125890766934
255,40,3,160,0.125679857297
256,40,3,170,0.124026954212
257,40,3,180,0.123780943776
258,40,3,190,0.12298170412
259,40,3,200,0.121272907516
260,40,4,10,0.181501142713
261,40,4,20,0.107575202563
262,40,4,30,0.087242553946
263,40,4,40,0.073452891401
264,40,4,50,0.195262701961
265,40,4,60,0.189509681376
266,40,4,70,0.190216645289
267,40,4,80,0.208604676851
268,40,4,90,0.219890680749
269,40,4,100,0.21488776314
270,40,4,110,0.203036770688
271,40,4,120,0.20070464776
272,40,4,130,0.199579149633
273,40,4,140,0.198713592055
274,40,4,150,0.197312003398
275,40,4,160,0.196884222038
276,40,4,170,0.197981345849
277,40,4,180,0.198314734336
278,40,4,190,0.188910652389
279,40,4,200,0.1824216319
280,40,5,10,0.191690418732
281,40,5,20,0.115506327315
282,40,5,30,0.058993620855
283,40,5,40,0.0476268779084
284,40,5,50,0.0389749141123
285,40,5,60,0.0565490975616
286,40,5,70,0.0719045434954
287,40,5,80,0.0976599977738
288,40,5,90,0.143046783924
289,40,5,100,0.177761451862
290,40,5,110,0.194850685952
291,40,5,120,0.197313784914
292,40,5,130,0.195700812224
293,40,5,140,0.180911449141
294,40,5,150,0.15965519651
295,40,5,160,0.0277936671889
296,40,5,170,0.0254863694098
297,40,5,180,0.0247003491264
298,40,5,190,0.023723286166
299,40,5,200,0.0231499865215
300,40,6,10,0.603241789759
301,40,6,20,0.538275522326
302,40,6,30,0.493469730715
303,40,6,40,0.122078432149
304,40,6,50,0.10164127249
305,40,6,60,0.0976093661751
306,40,6,70,0.0957327056969
307,40,6,80,0.094306191895
308,40,6,90,0.0934089280781
309,40,6,100,0.0926867816934
310,40,6,110,0.092176898864
311,40,6,120,0.0915116599627
312,40,6,130,0.0910615136809
313,40,6,140,0.0906969633384
314,40,6,150,0.0903912232356
315,40,6,160,0.0900395920223
316,40,6,170,0.0897704029044
317,40,6,180,0.0895735067004
318,40,6,190,0.0894451229023
319,40,6,200,0.0893279077475
320,40,7,10,0.192495264995
321,40,7,20,0.160213548076
322,40,7,30,0.124030584007
323,40,7,40,0.109133687417
324,40,7,50,0.121469378516
325,40,7,60,0.140500003818
326,40,7,70,0.156370620762
327,40,7,80,0.188826430864
328,40,7,90,0.207321108408
329,40,7,100,0.200417554423
330,40,7,110,0.24466935985
331,40,7,120,0.262110176203
332,40,7,130,0.265109618934
333,40,7,140,0.273680975335
334,40,7,150,0.286429056637
335,40,7,160,0.290902037386
336,40,7,170,0.283388930903
337,40,7,180,0.266194851227
338,40,7,190,0.0206247937071
339,40,7,200,0.0978131947513
340,40,8,10,0.228507347567
341,40,8,20,0.127126758639
342,40,8,30,0.111404294
343,40,8,40,0.137073292525
344,40,8,50,0.178359580089
345,40,8,60,0.202863215678
346,40,8,70,0.227721170309
347,40,8,80,0.259095576197
348,40,8,90,0.273390980386
349,40,8,100,0.283279490982
350,40,8,110,0.297499257111
351,40,8,120,0.301438261486
352,40,8,130,0.311506919067
353,40,8,140,0.321324448751
354,40,8,150,0.327998572042
355,40,8,160,0.325370515283
356,40,8,170,0.319678619027
357,40,8,180,0.313756601009
358,40,8,190,0.322437884416
359,40,8,200,0.324178049181
360,40,9,10,0.411616868651
361,40,9,20,0.411647303132
362,40,9,30,0.253530057558
363,40,9,40,0.225240655003
364,40,9,50,0.204552137185
365,40,9,60,0.188607410323
366,40,9,70,0.172655683606
367,40,9,80,0.164490340345
368,40,9,90,0.157356207557
369,40,9,100,0.149433502352
370,40,9,110,0.148677282555
371,40,9,120,0.140463927403
372,40,9,130,0.133468811481
373,40,9,140,0.127066815188
374,40,9,150,0.120889750701
375,40,9,160,0.119065113094
376,40,9,170,0.11204639486
377,40,9,180,0.101981985362
378,40,9,190,0.0997631182135
379,40,9,200,0.102980570855
380,40,10,10,0.233783795819
381,40,10,20,0.13561254949
382,40,10,30,0.136605120293
383,40,10,40,0.153827384897
384,40,10,50,0.449255642491
385,40,10,60,0.570883073168
386,40,10,70,0.567425015329
387,40,10,80,0.436948068711
388,40,10,90,0.505308753303
389,40,10,100,0.518116478602
390,40,10,110,0.524183131608
391,40,10,120,0.547111393892
392,40,10,130,0.553935435713
393,40,10,140,0.550268520716
394,40,10,150,0.555183500403
395,40,10,160,0.563686760848
396,40,10,170,0.579091580822
397,40,10,180,0.583408940535
398,40,10,190,0.582442941488
399,40,10,200,0.581499136389
400,60,1,10,0.462298430543
401,60,1,20,0.449701385004
402,60,1,30,0.440184499112
403,60,1,40,0.459204506854
404,60,1,50,0.39906457321
405,60,1,60,0.398463091449
406,60,1,70,0.354058205856
407,60,1,80,0.342319702001
408,60,1,90,0.33380468269
409,60,1,100,0.333275429738
410,60,1,110,0.333218674129
411,60,1,120,0.256147147328
412,60,1,130,0.238442703679
413,60,1,140,0.232931157782
414,60,1,150,0.208681982482
415,60,1,160,0.195868884693
416,60,1,170,0.193698424354
417,60,1,180,0.192593127808
418,60,1,190,0.192237013189
419,60,1,200,0.192175260246
420,60,2,10,0.300533835028
421,60,2,20,0.260085158812
422,60,2,30,0.223945361996
423,60,2,40,0.167216455866
424,60,2,50,0.135084279525
425,60,2,60,0.125562085653
426,60,2,70,0.119894210862
427,60,2,80,0.114932611492
428,60,2,90,0.11158818419
429,60,2,100,0.108865517371
430,60,2,110,0.106074579394
431,60,2,120,0.105054902305
432,60,2,130,0.1043189747
433,60,2,140,0.103449820947
434,60,2,150,0.103047617218
435,60,2,160,0.102504200015
436,60,2,170,0.101950883917
437,60,2,180,0.101360847403
438,60,2,190,0.100660542762
439,60,2,200,0.100140070027
440,60,3,10,0.158722217688
441,60,3,20,0.125449624157
442,60,3,30,0.102355057024
443,60,3,40,0.094312475393
444,60,3,50,0.0980154605741
445,60,3,60,0.101442595314
446,60,3,70,0.0992363152012
447,60,3,80,0.104499978928
448,60,3,90,0.103568914295
449,60,3,100,0.105876649343
450,60,3,110,0.107578416963
451,60,3,120,0.107936427029
452,60,3,130,0.108813013477
453,60,3,140,0.1091767166
454,60,3,150,0.10746668198
455,60,3,160,0.108046077975
456,60,3,170,0.108412850063
457,60,3,180,0.108399586749
458,60,3,190,0.108131122077
459,60,3,200,0.110748710534
460,60,4,10,0.167038226415
461,60,4,20,0.109892142842
462,60,4,30,0.0719112960657
463,60,4,40,0.042996635604
464,60,4,50,0.0326907865216
465,60,4,60,0.0291929143305
466,60,4,70,0.0266466594831
467,60,4,80,0.0244903328935
468,60,4,90,0.0221915208031
469,60,4,100,0.0200936780814
470,60,4,110,0.0185065565171
471,60,4,120,0.0167365754279
472,60,4,130,0.0161377045527
473,60,4,140,0.0156963801419
474,60,4,150,0.0151612764598
475,60,4,160,0.0146225361807
476,60,4,170,0.0142844583317
477,60,4,180,0.0140498869612
478,60,4,190,0.0137812183202
479,60,4,200,0.0136377361421
480,60,5,10,0.232088526899
481,60,5,20,0.0993311806914
482,60,5,30,0.0639929525326
483,60,5,40,0.0550332393637
484,60,5,50,0.0496543771613
485,60,5,60,0.0452186972612
486,60,5,70,0.0422134220239
487,60,5,80,0.0387509374806
488,60,5,90,0.0358393958332
489,60,5,100,0.0356985346459
490,60,5,110,0.034399645512
491,60,5,120,0.0323528458471
492,60,5,130,0.0304649373482
493,60,5,140,0.0295708601558
494,60,5,150,0.0285436434529
495,60,5,160,0.0285739408171
496,60,5,170,0.0283546505069
497,60,5,180,0.0278479315069
498,60,5,190,0.0274232206957
499,60,5,200,0.0273806520683
500,60,6,10,0.142951591433
501,60,6,20,0.148458522183
502,60,6,30,0.143968957796
503,60,6,40,0.118242278786
504,60,6,50,0.105830542887
505,60,6,60,0.0644139231534
506,60,6,70,0.0507902952439
507,60,6,80,0.0509553661962
508,60,6,90,0.0535983173877
509,60,6,100,0.0710381385543
